date,max_temperature_c,rainfall_mm,humidity_pct,holiday,daily_demand_mwh
2020-02-10,30.8,6.6,71.9,0,38909.3
2020-02-11,30.7,4.4,73.2,0,39914.1
2020-02-12,29.7,1.2,76.5,0,38783.5
2020-02-13,30.5,0.0,69.7,0,40283.8
2020-02-14,30.4,2.8,70.6,0,41063.8
2020-02-15,30.5,2.5,73.3,0,38870.2
2020-02-16,31.1,0.0,71.9,1,37334.4
2020-02-17,30.6,4.9,79.2,0,40556.8
2020-02-18,31.0,0.0,71.6,0,39100.8
2020-02-19,30.5,9.5,79.3,0,39571.4
2020-02-20,30.7,2.8,74.9,0,40500.2
2020-02-21,31.0,0.9,67.6,0,38609.1
2020-02-22,29.4,4.4,72.9,0,38066.6
2020-02-23,30.3,4.2,71.0,1,37594.4
2020-02-24,30.2,4.1,70.3,0,40708.7
2020-02-25,30.1,9.4,80.3,0,40078.3
2020-02-26,30.4,5.1,75.5,0,40730.3
2020-02-27,31.9,0.9,70.0,0,41155.3
2020-02-28,30.0,2.5,65.8,0,40445.0
2020-02-29,31.5,15.2,85.8,0,39267.2
2020-03-01,29.4,0.7,70.6,1,36768.1
2020-03-02,30.5,6.3,81.4,0,39834.6
2020-03-03,31.0,10.4,73.0,0,41141.7
2020-03-04,31.3,7.0,72.1,0,41620.9
2020-03-05,31.5,4.3,66.0,0,41700.6
2020-03-06,31.5,5.2,74.1,0,40567.3
2020-03-07,30.7,7.4,72.5,0,38822.0
2020-03-08,30.6,0.7,68.3,1,38192.1
2020-03-09,31.7,3.7,67.8,0,41343.8
2020-03-10,30.9,25.9,89.9,0,40048.7
2020-03-11,30.0,6.2,78.2,0,39722.6
2020-03-12,30.2,4.2,79.9,0,40562.8
2020-03-13,30.4,2.0,70.7,0,39766.4
2020-03-14,31.5,0.6,70.8,0,40601.1
2020-03-15,31.3,4.8,69.4,1,38526.2
2020-03-16,31.7,5.1,71.7,0,42114.2
2020-03-17,30.8,2.9,71.0,0,41186.1
2020-03-18,31.3,30.3,91.1,0,39113.4
2020-03-19,31.7,0.6,72.8,0,41382.7
2020-03-20,31.0,0.0,73.5,0,42327.3
2020-03-21,31.6,1.5,68.0,0,39736.4
2020-03-22,30.8,2.5,75.5,1,37519.2
2020-03-23,31.0,0.1,70.4,0,41894.7
2020-03-24,31.0,3.5,71.7,0,41273.2
2020-03-25,30.4,3.8,71.7,0,42179.3
2020-03-26,31.8,5.3,71.1,0,40701.6
2020-03-27,31.0,0.6,76.1,0,40350.8
2020-03-28,31.4,8.6,76.4,0,40812.0
2020-03-29,31.8,4.3,72.6,1,37288.1
2020-03-30,31.8,0.0,68.5,0,41291.3
2020-03-31,32.0,0.0,76.3,0,41476.7
2020-04-01,31.4,0.8,74.3,0,41888.6
2020-04-02,31.2,2.5,69.7,0,41445.4
2020-04-03,31.5,2.8,70.8,0,41477.5
2020-04-04,30.2,3.1,73.1,0,39406.2
2020-04-05,30.4,10.8,78.9,1,37990.8
2020-04-06,30.5,0.7,69.6,0,43432.5
2020-04-07,30.8,9.1,78.1,0,41107.4
2020-04-08,31.9,2.8,75.3,0,41493.6
2020-04-09,30.9,0.0,66.7,0,40192.1
2020-04-10,31.3,1.0,67.3,0,40798.8
2020-04-11,32.7,0.3,66.7,0,40854.6
2020-04-12,31.4,0.1,68.7,1,37723.2
2020-04-13,32.3,0.0,74.6,1,39394.0
2020-04-14,30.9,0.6,74.0,1,39906.1
2020-04-15,31.5,3.0,74.5,0,42063.9
2020-04-16,30.9,0.0,69.8,0,40975.3
2020-04-17,31.4,1.6,70.0,0,40479.1
2020-04-18,32.4,2.0,65.4,0,41677.2
2020-04-19,30.3,3.5,76.1,1,37442.6
2020-04-20,32.1,0.0,70.3,0,40508.8
2020-04-21,31.9,0.3,73.2,0,42010.1
2020-04-22,31.3,0.0,69.5,0,41909.5
2020-04-23,30.6,0.5,71.0,0,39322.2
2020-04-24,31.8,0.6,70.1,0,40946.9
2020-04-25,31.3,0.0,72.7,0,40301.3
2020-04-26,32.0,0.8,65.2,1,38815.4
2020-04-27,31.8,8.6,77.1,0,40848.5
2020-04-28,33.1,1.8,68.5,0,41488.3
2020-04-29,31.6,0.0,66.4,0,41855.7
2020-04-30,31.0,0.0,64.3,0,40775.6
2020-05-01,31.9,0.8,69.2,1,39563.4
2020-05-02,32.0,0.0,73.4,0,39929.4
2020-05-03,32.9,5.5,76.3,1,37714.3
2020-05-04,32.5,0.0,69.4,0,42270.9
2020-05-05,32.1,2.8,76.6,0,41656.2
2020-05-06,33.0,0.0,67.4,0,42610.2
2020-05-07,30.8,1.4,74.5,0,40591.6
2020-05-08,31.3,0.0,68.7,0,40673.2
2020-05-09,31.1,4.4,71.7,0,40902.8
2020-05-10,31.5,6.6,72.0,1,36850.5
2020-05-11,30.7,3.3,66.9,0,41581.8
2020-05-12,32.3,7.5,77.3,0,42241.5
2020-05-13,31.6,0.0,67.7,0,41866.2
2020-05-14,30.6,2.9,70.6,0,40267.3
2020-05-15,31.0,4.7,70.1,0,40286.3
2020-05-16,32.0,5.6,72.0,0,40246.9
2020-05-17,32.4,4.7,76.7,1,37461.8
2020-05-18,33.4,6.2,77.3,0,41260.4
2020-05-19,34.1,3.6,63.2,0,42734.5
2020-05-20,32.1,0.0,67.8,0,41888.3
2020-05-21,30.9,1.1,68.2,0,40190.8
2020-05-22,30.0,11.8,82.6,0,40484.8
2020-05-23,31.9,10.9,77.0,0,40379.7
2020-05-24,31.1,6.1,72.4,1,38502.8
2020-05-25,31.4,7.9,75.3,0,41163.9
2020-05-26,31.2,10.3,75.4,0,41305.4
2020-05-27,31.6,6.3,78.6,0,41228.7
2020-05-28,32.5,12.8,78.2,0,41774.2
2020-05-29,31.8,12.5,79.5,0,39941.1
2020-05-30,31.5,1.6,62.8,0,40040.3
2020-05-31,30.8,1.7,71.7,1,37434.5
2020-06-01,30.3,6.1,81.8,0,40081.1
2020-06-02,31.2,22.4,88.7,0,40392.3
2020-06-03,31.5,14.3,73.4,0,40947.0
2020-06-04,33.0,9.7,72.9,0,41627.1
2020-06-05,31.7,15.1,75.7,0,40416.0
2020-06-06,32.3,7.0,78.2,0,39740.6
2020-06-07,31.1,2.5,72.7,1,38197.0
2020-06-08,30.6,26.7,86.2,0,39777.7
2020-06-09,30.7,6.3,75.1,0,39661.2
2020-06-10,30.9,12.2,70.8,0,40058.8
2020-06-11,33.2,0.0,64.0,0,40549.3
2020-06-12,30.8,4.5,73.9,0,40387.9
2020-06-13,32.1,0.3,71.6,0,40094.8
2020-06-14,30.7,4.9,68.3,1,36695.8
2020-06-15,32.1,1.4,68.6,0,42097.6
2020-06-16,31.7,32.3,93.6,0,38996.7
2020-06-17,31.2,10.0,72.3,0,40754.6
2020-06-18,31.3,13.7,79.7,0,41603.7
2020-06-19,30.8,0.0,71.0,0,41096.8
2020-06-20,31.6,7.4,79.5,0,39610.1
2020-06-21,30.9,2.1,71.3,1,36404.4
2020-06-22,30.2,12.4,79.1,0,38771.5
2020-06-23,30.2,5.7,78.0,0,39572.0
2020-06-24,31.3,2.3,67.5,0,40039.3
2020-06-25,32.4,0.0,67.7,0,40607.9
2020-06-26,31.3,2.7,70.5,0,40191.5
2020-06-27,31.0,8.1,75.3,0,39110.8
2020-06-28,31.3,0.9,73.2,1,37568.6
2020-06-29,32.1,18.7,82.6,0,39386.9
2020-06-30,31.2,6.5,72.2,0,39722.8
2020-07-01,30.7,0.0,71.4,0,40017.2
2020-07-02,31.9,0.0,73.7,0,40543.8
2020-07-03,31.3,1.0,68.2,0,41534.9
2020-07-04,32.2,0.4,69.5,0,40005.8
2020-07-05,31.1,2.6,71.5,1,35877.3
2020-07-06,29.9,1.1,72.7,0,39875.0
2020-07-07,29.8,0.4,67.7,0,39895.5
2020-07-08,32.1,0.0,73.0,0,40597.3
2020-07-09,32.2,2.5,68.1,0,39795.0
2020-07-10,30.6,0.0,74.1,0,41049.6
2020-07-11,30.4,3.7,71.9,0,38069.1
2020-07-12,31.9,0.0,67.3,1,37697.0
2020-07-13,29.8,0.0,75.9,0,39576.3
2020-07-14,29.9,0.0,75.1,0,39883.1
2020-07-15,31.1,0.0,70.9,0,41157.4
2020-07-16,30.3,0.0,73.9,0,39979.1
2020-07-17,30.6,0.0,70.3,0,39364.9
2020-07-18,30.4,0.8,71.9,0,39421.6
2020-07-19,30.8,0.0,68.8,1,36178.1
2020-07-20,31.6,0.8,72.9,0,40240.3
2020-07-21,30.5,0.0,69.1,0,38781.3
2020-07-22,30.9,0.0,75.1,0,39126.7
2020-07-23,28.7,3.1,74.9,0,38654.4
2020-07-24,30.3,0.0,71.6,0,39699.6
2020-07-25,29.7,1.8,76.0,0,37050.1
2020-07-26,29.3,0.0,73.1,1,36062.2
2020-07-27,29.6,5.3,75.2,0,38315.6
2020-07-28,30.0,0.8,72.5,0,40009.3
2020-07-29,30.9,0.7,73.7,0,39398.4
2020-07-30,29.1,0.0,71.3,0,38023.1
2020-07-31,30.2,0.0,71.4,0,39287.8
2020-08-01,29.7,0.4,72.7,0,37493.7
2020-08-02,29.8,0.0,74.9,1,36653.9
2020-08-03,30.9,4.6,73.4,0,39343.9
2020-08-04,30.4,1.5,77.7,0,39140.4
2020-08-05,31.1,0.0,69.9,0,39945.9
2020-08-06,29.8,4.5,74.5,0,38140.9
2020-08-07,29.4,0.6,72.8,0,37849.2
2020-08-08,29.7,4.8,71.6,0,38053.4
2020-08-09,30.1,0.4,69.1,1,35069.3
2020-08-10,30.0,4.1,73.1,0,38078.9
2020-08-11,28.9,0.9,77.6,0,38933.0
2020-08-12,29.8,7.2,76.8,0,38927.1
2020-08-13,29.9,0.0,70.7,0,38039.4
2020-08-14,31.7,0.0,73.1,0,39296.6
2020-08-15,31.2,2.0,76.2,0,37860.8
2020-08-16,29.0,0.5,77.6,1,36274.4
2020-08-17,29.4,1.2,71.2,0,39065.3
2020-08-18,28.4,6.5,77.1,0,37533.8
2020-08-19,29.1,1.3,79.7,0,38665.0
2020-08-20,29.8,4.8,76.2,0,37601.3
2020-08-21,30.5,0.2,70.6,0,38515.8
2020-08-22,28.9,0.0,75.8,0,37353.1
2020-08-23,28.9,8.2,81.9,1,34989.9
2020-08-24,27.7,19.1,86.1,0,36845.4
2020-08-25,29.3,4.8,76.9,0,38300.6
2020-08-26,28.5,3.2,79.1,0,37868.9
2020-08-27,28.9,4.3,73.0,0,37846.0
2020-08-28,28.6,14.8,83.7,0,37229.6
2020-08-29,29.2,5.1,73.2,0,36852.1
2020-08-30,27.8,9.4,78.4,1,34159.7
2020-08-31,28.0,9.1,79.2,0,37570.4
2020-09-01,30.9,12.1,80.0,0,38678.0
2020-09-02,28.1,3.3,76.0,0,36750.0
2020-09-03,28.3,1.5,73.7,0,36973.7
2020-09-04,30.6,7.5,76.1,0,38772.7
2020-09-05,31.4,11.3,73.8,0,38817.5
2020-09-06,28.1,13.4,84.8,1,33995.4
2020-09-07,28.7,16.7,88.2,0,36993.1
2020-09-08,29.3,10.1,79.5,0,37881.6
2020-09-09,30.4,1.3,71.7,0,37814.1
2020-09-10,28.2,4.9,79.1,0,38207.3
2020-09-11,28.7,4.3,70.6,0,37758.0
2020-09-12,29.5,3.7,76.7,0,36692.6
2020-09-13,29.2,6.8,86.9,1,34453.4
2020-09-14,28.5,2.5,75.4,0,37234.7
2020-09-15,28.7,2.4,75.1,0,38501.6
2020-09-16,27.7,18.9,89.9,0,36442.1
2020-09-17,28.6,2.8,80.9,0,37648.8
2020-09-18,28.5,9.8,83.5,0,37643.9
2020-09-19,28.9,10.1,73.7,0,36050.1
2020-09-20,28.3,3.9,78.9,1,34248.4
2020-09-21,29.1,2.0,82.4,0,37941.1
2020-09-22,29.5,0.1,74.7,0,37009.3
2020-09-23,28.8,0.0,70.4,0,37837.0
2020-09-24,28.9,5.2,77.9,0,37516.3
2020-09-25,28.7,3.9,72.7,0,37543.8
2020-09-26,28.6,5.6,81.5,0,36484.0
2020-09-27,28.0,0.6,72.5,1,34209.8
2020-09-28,28.8,13.8,83.0,0,38031.4
2020-09-29,28.5,3.5,74.0,0,36578.1
2020-09-30,30.2,1.3,70.9,0,38026.1
2020-10-01,29.8,0.5,77.2,0,38493.3
2020-10-02,28.8,4.4,77.0,0,37768.0
2020-10-03,27.9,7.4,78.4,0,36291.2
2020-10-04,27.6,1.3,73.1,1,35550.4
2020-10-05,29.4,7.8,72.4,0,38002.5
2020-10-06,28.6,0.0,70.3,0,38242.6
2020-10-07,28.8,2.0,75.4,0,37310.3
2020-10-08,27.0,1.9,80.7,0,36000.5
2020-10-09,29.1,2.3,73.1,0,37444.2
2020-10-10,28.7,1.0,79.3,0,37064.7
2020-10-11,27.5,1.4,74.5,1,33943.0
2020-10-12,28.0,0.0,74.3,0,37425.1
2020-10-13,28.5,4.2,73.7,0,37151.0
2020-10-14,28.4,2.7,79.2,0,37011.0
2020-10-15,28.1,1.0,81.8,0,37056.3
2020-10-16,28.2,2.6,71.1,0,37653.7
2020-10-17,28.1,3.9,76.4,0,36720.2
2020-10-18,28.4,1.6,79.2,1,33452.7
2020-10-19,29.4,7.1,73.1,0,38111.5
2020-10-20,26.2,1.8,80.6,0,35822.8
2020-10-21,28.1,0.0,78.6,0,37504.8
2020-10-22,28.4,0.9,75.2,0,37199.9
2020-10-23,28.5,2.9,77.8,0,38316.4
2020-10-24,27.9,4.3,83.2,0,35819.1
2020-10-25,26.8,0.9,83.2,1,33494.0
2020-10-26,28.5,0.0,74.1,0,37803.2
2020-10-27,29.6,0.2,71.2,0,37369.8
2020-10-28,27.0,0.0,73.8,0,36647.8
2020-10-29,28.9,3.0,78.5,0,37339.1
2020-10-30,27.9,0.1,71.0,0,36824.4
2020-10-31,28.2,0.0,74.0,0,36081.2
2020-11-01,27.4,4.0,78.9,1,34272.6
2020-11-02,27.9,8.0,78.8,0,36502.1
2020-11-03,29.2,0.0,74.0,0,38169.9
2020-11-04,28.7,2.0,83.0,0,37667.5
2020-11-05,29.6,1.0,72.9,0,37034.1
2020-11-06,29.1,8.4,77.4,0,37817.2
2020-11-07,28.6,1.6,78.2,0,35621.9
2020-11-08,29.6,0.0,73.3,1,35212.6
2020-11-09,28.6,2.0,79.8,0,37113.3
2020-11-10,28.9,8.1,79.5,0,37390.8
2020-11-11,28.0,1.5,75.3,0,36354.2
2020-11-12,28.3,0.6,69.6,0,37456.8
2020-11-13,27.7,2.1,72.0,0,37642.7
2020-11-14,29.0,0.0,68.0,0,36348.8
2020-11-15,27.3,2.1,78.6,1,33285.2
2020-11-16,28.9,1.0,70.3,0,37978.2
2020-11-17,28.1,23.7,94.1,0,36838.6
2020-11-18,29.2,0.3,73.5,0,36300.8
2020-11-19,28.9,1.0,73.6,0,39022.4
2020-11-20,29.7,0.1,70.0,0,38511.8
2020-11-21,28.9,5.8,79.3,0,37119.5
2020-11-22,27.0,0.8,74.6,1,33579.5
2020-11-23,28.2,0.0,71.7,0,36288.9
2020-11-24,27.4,4.2,82.2,0,37379.3
2020-11-25,27.9,2.4,77.8,0,36904.4
2020-11-26,29.5,1.1,72.7,0,38469.9
2020-11-27,28.8,15.4,85.6,0,37156.5
2020-11-28,27.8,6.8,79.7,0,36359.7
2020-11-29,27.6,6.0,80.7,1,33326.5
2020-11-30,28.4,7.1,76.5,0,37977.7
2020-12-01,27.4,6.7,86.4,0,36196.7
2020-12-02,27.9,2.8,75.3,0,38794.9
2020-12-03,28.7,1.1,79.3,0,39251.6
2020-12-04,29.4,4.7,75.5,0,39075.7
2020-12-05,28.9,2.8,77.8,0,37825.3
2020-12-06,26.6,0.1,79.3,1,33642.5
2020-12-07,28.7,2.2,78.8,0,38604.3
2020-12-08,28.6,10.6,78.5,0,37422.9
2020-12-09,28.8,4.6,79.9,0,36842.5
2020-12-10,29.8,0.5,78.1,0,39459.6
2020-12-11,26.9,0.0,75.9,0,37845.9
2020-12-12,28.1,12.3,82.9,0,36353.8
2020-12-13,29.1,2.7,73.6,1,34091.6
2020-12-14,27.3,2.9,76.9,0,36892.1
2020-12-15,29.8,7.6,82.4,0,37127.1
2020-12-16,28.9,0.0,70.6,0,38793.6
2020-12-17,29.3,3.5,72.4,0,37226.2
2020-12-18,28.2,3.8,82.0,0,37926.7
2020-12-19,29.4,0.0,74.8,0,36986.9
2020-12-20,29.6,11.1,86.2,1,34047.6
2020-12-21,28.9,3.5,74.5,0,38301.9
2020-12-22,29.0,1.3,74.8,0,38037.7
2020-12-23,29.0,1.9,72.7,0,38823.7
2020-12-24,28.1,0.0,75.2,0,37116.1
2020-12-25,28.7,0.0,68.6,1,35453.5
2020-12-26,28.8,0.8,76.4,0,35796.3
2020-12-27,29.2,0.8,74.7,1,33863.2
2020-12-28,29.7,1.2,73.0,0,39907.9
2020-12-29,28.1,8.5,79.2,0,39079.8
2020-12-30,28.9,4.0,73.6,0,38331.8
2020-12-31,30.2,0.0,73.9,0,38526.9
2021-01-01,28.4,6.3,74.9,1,36223.0
2021-01-02,28.4,0.3,76.2,0,38596.4
2021-01-03,29.2,3.8,81.8,1,35699.2
2021-01-04,29.8,0.3,77.0,0,39789.2
2021-01-05,29.1,1.3,69.7,0,39303.8
2021-01-06,30.2,0.0,70.1,0,39529.1
2021-01-07,29.9,1.7,74.6,0,39350.6
2021-01-08,29.9,3.2,74.1,0,39857.9
2021-01-09,29.7,0.0,68.3,0,38169.0
2021-01-10,31.1,2.9,73.4,1,37410.2
2021-01-11,29.1,0.0,73.3,0,39175.3
2021-01-12,27.7,6.0,85.1,0,38699.3
2021-01-13,30.6,2.2,71.7,0,41069.0
2021-01-14,29.0,1.6,78.1,0,39324.3
2021-01-15,29.5,0.1,69.0,0,40336.8
2021-01-16,30.5,9.8,74.6,0,37830.2
2021-01-17,28.2,0.0,76.9,1,35651.2
2021-01-18,28.5,0.0,77.5,0,39345.3
2021-01-19,28.2,0.0,71.8,0,40479.0
2021-01-20,28.9,2.8,75.5,0,38203.2
2021-01-21,29.9,0.5,68.3,0,40004.3
2021-01-22,30.0,0.3,71.6,0,41090.3
2021-01-23,29.9,0.0,74.7,0,38683.2
2021-01-24,28.5,0.2,73.1,1,36133.9
2021-01-25,27.8,0.0,74.5,0,39388.0
2021-01-26,29.8,2.1,70.3,0,40162.6
2021-01-27,29.4,0.1,71.1,0,40963.2
2021-01-28,30.2,0.0,77.0,0,40635.6
2021-01-29,30.4,3.5,73.9,0,41213.6
2021-01-30,30.0,0.0,69.1,0,39158.8
2021-01-31,30.5,1.2,71.1,1,36845.0
2021-02-01,30.1,0.0,67.1,0,40252.9
2021-02-02,30.4,0.0,68.4,0,39797.6
2021-02-03,29.4,0.4,77.2,0,40412.9
2021-02-04,29.9,0.1,71.9,1,37794.0
2021-02-05,30.2,0.2,77.5,0,40086.2
2021-02-06,30.7,4.5,73.6,0,40071.8
2021-02-07,29.8,5.1,75.5,1,36253.9
2021-02-08,30.5,2.9,75.0,0,41161.7
2021-02-09,29.9,0.0,64.1,0,40182.8
2021-02-10,30.1,1.7,73.6,0,41280.4
2021-02-11,30.9,14.4,79.9,0,40224.2
2021-02-12,28.7,21.4,92.4,0,39597.3
2021-02-13,29.2,7.5,80.9,0,39190.1
2021-02-14,29.1,0.0,69.9,1,37483.4
2021-02-15,28.5,2.3,79.5,0,39899.6
2021-02-16,29.8,3.8,74.0,0,39361.4
2021-02-17,31.0,3.2,69.9,0,41700.9
2021-02-18,30.2,9.8,78.7,0,40393.4
2021-02-19,30.6,7.3,75.2,0,41271.0
2021-02-20,31.4,0.0,74.6,0,40937.2
2021-02-21,31.6,1.0,71.3,1,37776.0
2021-02-22,30.5,9.8,78.3,0,40071.0
2021-02-23,31.7,14.4,81.6,0,41508.9
2021-02-24,30.7,4.9,77.4,0,40766.7
2021-02-25,30.0,16.6,85.2,0,40838.6
2021-02-26,30.2,4.4,78.8,0,40664.8
2021-02-27,29.5,0.4,74.8,0,40375.0
2021-02-28,30.0,7.9,77.6,1,37682.6
2021-03-01,30.5,0.0,75.0,0,41303.8
2021-03-02,31.4,16.9,80.6,0,40759.2
2021-03-03,32.2,7.6,73.7,0,41860.4
2021-03-04,29.7,1.1,78.3,0,41549.3
2021-03-05,31.2,0.0,75.1,0,41487.3
2021-03-06,30.1,0.0,71.9,0,40445.9
2021-03-07,31.3,1.6,69.7,1,38386.2
2021-03-08,30.8,6.3,79.2,0,41266.2
2021-03-09,29.5,10.2,81.7,0,41545.0
2021-03-10,31.7,12.4,78.4,0,42213.2
2021-03-11,30.5,5.5,73.8,0,41162.0
2021-03-12,30.6,4.5,75.0,0,41339.2
2021-03-13,30.2,2.2,73.0,0,39744.9
2021-03-14,30.6,6.1,73.1,1,37838.1
2021-03-15,31.5,1.0,70.8,0,41970.2
2021-03-16,31.0,0.0,71.3,0,42142.9
2021-03-17,31.4,3.8,71.2,0,42167.8
2021-03-18,31.5,8.2,77.8,0,40840.9
2021-03-19,32.3,0.0,72.5,0,42874.9
2021-03-20,31.0,1.1,74.2,0,40627.2
2021-03-21,30.1,3.2,73.1,1,37257.6
2021-03-22,32.1,3.0,73.0,0,42973.4
2021-03-23,31.0,5.4,74.2,0,42452.9
2021-03-24,32.2,16.1,75.4,0,41876.8
2021-03-25,31.7,0.0,71.5,0,42467.5
2021-03-26,31.3,15.6,80.7,0,41782.4
2021-03-27,31.7,13.9,86.3,0,41552.6
2021-03-28,33.0,6.4,76.1,1,39713.4
2021-03-29,33.1,2.8,71.4,0,41769.1
2021-03-30,31.5,0.2,70.6,0,43276.2
2021-03-31,31.6,5.5,73.7,0,42528.6
2021-04-01,32.3,2.6,67.1,0,41976.3
2021-04-02,30.8,0.7,66.0,0,40980.1
2021-04-03,31.8,4.6,69.7,0,41409.6
2021-04-04,31.5,5.2,73.0,1,38455.4
2021-04-05,31.8,6.8,67.4,0,42139.2
2021-04-06,30.9,0.0,69.0,0,42219.3
2021-04-07,30.3,5.4,74.3,0,40901.9
2021-04-08,29.9,0.3,71.7,0,40548.8
2021-04-09,30.7,1.3,69.8,0,41867.6
2021-04-10,31.3,1.7,70.2,0,40620.2
2021-04-11,31.4,4.0,77.7,1,38756.0
2021-04-12,33.2,2.4,70.8,0,41909.5
2021-04-13,32.5,0.0,66.5,1,40093.5
2021-04-14,30.9,0.0,70.4,1,39936.5
2021-04-15,32.0,1.5,70.0,0,42623.3
2021-04-16,31.4,0.7,68.1,0,41462.8
2021-04-17,31.5,0.0,67.5,0,40394.8
2021-04-18,31.9,0.9,72.8,1,39019.8
2021-04-19,32.2,0.4,67.7,0,42764.7
2021-04-20,31.5,3.9,69.1,0,42176.4
2021-04-21,32.6,6.5,72.2,0,42033.0
2021-04-22,30.8,2.7,72.9,0,41848.7
2021-04-23,31.8,0.3,63.6,0,43159.4
2021-04-24,33.8,0.6,66.5,0,42403.5
2021-04-25,31.9,0.0,71.7,1,38019.3
2021-04-26,32.9,0.0,69.0,0,42878.8
2021-04-27,31.9,0.4,76.1,0,43548.2
2021-04-28,32.2,0.2,72.5,0,41575.1
2021-04-29,31.7,0.0,73.7,0,42193.8
2021-04-30,31.7,5.3,81.4,0,41797.3
2021-05-01,31.2,6.4,76.7,1,38533.6
2021-05-02,32.1,5.7,73.0,1,39084.0
2021-05-03,31.1,7.3,78.0,0,42347.5
2021-05-04,32.3,12.9,75.2,0,42043.7
2021-05-05,32.7,0.0,68.3,0,43426.3
2021-05-06,32.1,13.6,75.8,0,41761.3
2021-05-07,31.6,0.6,71.2,0,41810.4
2021-05-08,32.2,4.0,69.4,0,40861.4
2021-05-09,31.6,0.0,67.6,1,37656.0
2021-05-10,32.5,0.5,69.8,0,42667.8
2021-05-11,30.3,6.7,75.5,0,42536.5
2021-05-12,31.5,5.2,67.3,0,42118.6
2021-05-13,30.2,1.0,68.0,0,41767.5
2021-05-14,30.6,2.7,69.4,0,41174.8
2021-05-15,32.9,0.6,65.5,0,41544.3
2021-05-16,32.5,8.3,74.9,1,39585.5
2021-05-17,31.2,12.2,78.8,0,42680.8
2021-05-18,30.6,0.4,74.6,0,42445.0
2021-05-19,29.4,2.9,77.1,0,41337.0
2021-05-20,31.3,4.3,76.0,0,41705.2
2021-05-21,33.7,6.2,72.3,0,42876.9
2021-05-22,32.1,5.0,72.8,0,40613.7
2021-05-23,31.3,6.0,77.3,1,37432.7
2021-05-24,32.1,2.9,73.5,0,41325.1
2021-05-25,30.5,3.1,74.5,0,41289.1
2021-05-26,31.5,3.0,75.6,0,41540.4
2021-05-27,31.8,1.5,63.3,0,40960.5
2021-05-28,31.6,2.0,70.0,0,41785.6
2021-05-29,32.3,6.9,72.1,0,40849.2
2021-05-30,31.9,15.3,82.5,1,37510.2
2021-05-31,32.2,0.3,73.7,0,41861.2
2021-06-01,31.1,3.5,68.3,0,41242.0
2021-06-02,32.3,0.0,72.7,0,41760.6
2021-06-03,32.9,1.8,65.3,0,42961.0
2021-06-04,30.8,2.4,68.9,0,40079.9
2021-06-05,30.9,5.1,73.3,0,39043.2
2021-06-06,32.6,4.9,70.3,1,38873.8
2021-06-07,31.4,3.9,67.8,0,41558.1
2021-06-08,32.6,6.5,74.2,0,42256.3
2021-06-09,31.2,0.6,72.7,0,41119.3
2021-06-10,32.7,5.0,74.4,0,41423.2
2021-06-11,31.6,8.9,74.1,0,41345.9
2021-06-12,31.7,0.5,69.7,0,40480.2
2021-06-13,32.7,0.0,67.9,1,39968.5
2021-06-14,31.1,10.8,82.4,0,40804.5
2021-06-15,30.6,0.0,62.5,0,41110.9
2021-06-16,31.0,1.3,68.5,0,42870.2
2021-06-17,31.7,7.7,74.5,0,41228.7
2021-06-18,30.1,0.2,68.8,0,41177.8
